run_name,method,seed,target_sparsity,name,zeros,nonzeros,numel,sparsity
dense-lr3e-4-seed0,dense,0,0.8,blocks.1.attn.o_proj.weight,147445,11,147456,0.9999254014756944
dense-lr3e-4-seed0,dense,0,0.8,blocks.1.attn.q_proj.weight,102414,45042,147456,0.6945393880208334
dense-lr3e-4-seed0,dense,0,0.8,blocks.1.attn.v_proj.weight,111555,35901,147456,0.75653076171875
dense-lr3e-4-seed0,dense,0,0.8,blocks.1.mlp.down_proj.weight,392034,1182,393216,0.9969940185546875
dense-lr3e-4-seed0,dense,0,0.8,blocks.1.mlp.gate_proj.weight,284564,108652,393216,0.7236836751302084
dense-lr3e-4-seed0,dense,0,0.8,blocks.1.mlp.up_proj.weight,285070,108146,393216,0.7249704996744791
dense-lr3e-4-seed0,dense,0,0.8,blocks.2.attn.k_proj.weight,102743,44713,147456,0.6967705620659722
dense-lr3e-4-seed0,dense,0,0.8,blocks.2.attn.o_proj.weight,147363,93,147456,0.9993693033854166
dense-lr3e-4-seed0,dense,0,0.8,blocks.2.attn.q_proj.weight,101763,45693,147456,0.69012451171875
dense-lr3e-4-seed0,dense,0,0.8,blocks.2.attn.v_proj.weight,109944,37512,147456,0.74560546875
dense-lr3e-4-seed0,dense,0,0.8,blocks.2.mlp.down_proj.weight,391787,1429,393216,0.9963658650716146
dense-lr3e-4-seed0,dense,0,0.8,blocks.2.mlp.gate_proj.weight,283021,110195,393216,0.7197596232096354
dense-lr3e-4-seed0,dense,0,0.8,blocks.2.mlp.up_proj.weight,283127,110089,393216,0.7200291951497396
dense-lr3e-4-seed0,dense,0,0.8,blocks.3.attn.k_proj.weight,103073,44383,147456,0.6990085177951388
dense-lr3e-4-seed0,dense,0,0.8,blocks.3.attn.o_proj.weight,147365,91,147456,0.9993828667534722
dense-lr3e-4-seed0,dense,0,0.8,blocks.3.attn.q_proj.weight,101559,45897,147456,0.6887410481770834
dense-lr3e-4-seed0,dense,0,0.8,blocks.3.attn.v_proj.weight,109556,37900,147456,0.7429741753472222
dense-lr3e-4-seed0,dense,0,0.8,blocks.3.mlp.down_proj.weight,391448,1768,393216,0.9955037434895834
dense-lr3e-4-seed0,dense,0,0.8,blocks.3.mlp.gate_proj.weight,282627,110589,393216,0.7187576293945312
dense-lr3e-4-seed0,dense,0,0.8,blocks.3.mlp.up_proj.weight,282945,110271,393216,0.7195663452148438
dense-lr3e-4-seed0,dense,0,0.8,blocks.4.attn.k_proj.weight,102910,44546,147456,0.6979031032986112
dense-lr3e-4-seed0,dense,0,0.8,blocks.4.attn.o_proj.weight,147241,215,147456,0.9985419379340278
dense-lr3e-4-seed0,dense,0,0.8,blocks.4.attn.q_proj.weight,101024,46432,147456,0.6851128472222222
dense-lr3e-4-seed0,dense,0,0.8,blocks.4.attn.v_proj.weight,108794,38662,147456,0.7378065321180556
dense-lr3e-4-seed0,dense,0,0.8,blocks.4.mlp.down_proj.weight,390494,2722,393216,0.9930775960286459
dense-lr3e-4-seed0,dense,0,0.8,blocks.4.mlp.gate_proj.weight,279393,113823,393216,0.7105331420898438
dense-lr3e-4-seed0,dense,0,0.8,blocks.4.mlp.up_proj.weight,279994,113222,393216,0.7120615641276041
dense-lr3e-4-seed0,dense,0,0.8,blocks.5.attn.k_proj.weight,101363,46093,147456,0.6874118381076388
dense-lr3e-4-seed0,dense,0,0.8,blocks.5.attn.o_proj.weight,146991,465,147456,0.9968465169270834
dense-lr3e-4-seed0,dense,0,0.8,blocks.5.attn.q_proj.weight,99011,48445,147456,0.6714613172743056
dense-lr3e-4-seed0,dense,0,0.8,blocks.5.attn.v_proj.weight,108375,39081,147456,0.7349650065104166
dense-lr3e-4-seed0,dense,0,0.8,blocks.5.mlp.down_proj.weight,388403,4813,393216,0.9877599080403646
dense-lr3e-4-seed0,dense,0,0.8,blocks.5.mlp.gate_proj.weight,274189,119027,393216,0.6972986857096354
dense-lr3e-4-seed0,dense,0,0.8,blocks.5.mlp.up_proj.weight,276438,116778,393216,0.7030181884765625
dense-lr3e-4-seed0,dense,0,0.9,blocks.0.attn.k_proj.weight,124765,22691,147456,0.8461168077256944
dense-lr3e-4-seed0,dense,0,0.9,blocks.0.attn.o_proj.weight,147456,0,147456,1.0
dense-lr3e-4-seed0,dense,0,0.9,blocks.0.attn.q_proj.weight,123788,23668,147456,0.8394911024305556
dense-lr3e-4-seed0,dense,0,0.9,blocks.0.attn.v_proj.weight,130953,16503,147456,0.8880818684895834
dense-lr3e-4-seed0,dense,0,0.9,blocks.0.mlp.down_proj.weight,393196,20,393216,0.9999491373697916
dense-lr3e-4-seed0,dense,0,0.9,blocks.0.mlp.gate_proj.weight,339730,53486,393216,0.8639780680338541
dense-lr3e-4-seed0,dense,0,0.9,blocks.0.mlp.up_proj.weight,339533,53683,393216,0.8634770711263021
